event_date,entry_date,exit_date,entry_price,exit_price,gross_return,transaction_cost,net_return,equity
2013-05-23,2013-05-24,2013-05-31,6010.7001953125,5985.9501953125,-0.00411765671149289,0.001,-0.00511765671149289,1.094497096600047
2013-05-31,2013-06-03,2013-06-10,5997.35009765625,5878.0,-0.019900471993938074,0.001,-0.020900471993938075,1.071621590685111
2013-06-20,2013-06-21,2013-06-28,5639.89990234375,5842.2001953125,0.03586948287587166,0.001,0.03486948287587166,1.1089884813909199
2013-08-06,2013-08-07,2013-08-16,5549.2998046875,5507.85009765625,-0.007469358025356199,0.001,-0.0084693580253562,1.099596060896024
2013-08-16,2013-08-19,2013-08-26,5497.5498046875,5476.5,-0.0038289429719312595,0.001,-0.0048289429719312596,1.0942861742257968
2013-08-27,2013-08-28,2013-09-04,5233.4501953125,5448.10009765625,0.04101498902884515,0.001,0.04001498902884515,1.1380740234818592
2013-09-23,2013-09-24,2013-10-01,5855.0,5780.0498046875,-0.012801058123398823,0.001,-0.013801058123398824,1.1223673977350557
2013-11-21,2013-11-22,2013-11-29,6027.35009765625,6176.10009765625,0.024679170380005333,0.001,0.023679170380005332,1.1489441265749871
2014-01-27,2014-01-28,2014-02-04,6131.85009765625,6000.89990234375,-0.02135573982190997,0.001,-0.02235573982190997,1.1232586306113652
2014-07-08,2014-07-09,2014-07-16,7637.9501953125,7624.39990234375,-0.0017740745386197743,0.001,-0.0027740745386197743,1.1201426274439013
2015-01-06,2015-01-07,2015-01-14,8118.64990234375,8277.5498046875,0.019572207726050284,0.001,0.018572207726050283,1.1409461490035933
2015-03-09,2015-03-10,2015-03-17,8769.75,8723.2998046875,-0.005296638480287386,0.001,-0.006296638480287386,1.1337620235778416
2015-03-26,2015-03-27,2015-04-07,8396.0,8660.2998046875,0.03147925258307538,0.001,0.030479252583075378,1.1683182426635694
2015-05-06,2015-05-07,2015-05-14,8077.0,8224.2001953125,0.018224612518571215,0.001,0.017224612518571214,1.1884420716918274
2015-06-02,2015-06-03,2015-06-10,8232.4501953125,8124.4501953125,-0.013118816079992102,0.001,-0.014118816079992103,1.1716626766598857
2015-08-24,2015-08-25,2015-09-01,7895.39990234375,7785.85009765625,-0.013875143253349376,0.001,-0.014875143253349377,1.154234026499967
2015-09-01,2015-09-02,2015-09-09,7856.64990234375,7818.60009765625,-0.004843006263541061,0.001,-0.005843006263541061,1.1474898298535356
2015-09-22,2015-09-23,2015-10-01,7737.35009765625,7950.89990234375,0.02759986325966901,0.001,0.02659986325966901,1.1780129024195007
2016-01-07,2016-01-08,2016-01-15,7611.64990234375,7437.7998046875,-0.022840001824403267,0.001,-0.023840001824403267,1.1499290726766493
2016-02-11,2016-02-12,2016-02-19,7023.64990234375,7210.75,0.026638585387608105,0.001,0.025638585387608104,1.1794116273961626
2016-04-05,2016-04-06,2016-04-13,7636.0498046875,7850.4501953125,0.02807739552633448,0.001,0.02707739552633448,1.2113470225195264
2016-06-24,2016-06-27,2016-07-04,8039.35009765625,8370.7001953125,0.0412160303545992,0.001,0.0402160303545992,1.2600625911471253
2016-11-11,2016-11-15,2016-11-22,8284.849609375,8002.2998046875,-0.034104397546066645,0.001,-0.035104397546066646,1.2158288530145698
2018-02-02,2018-02-05,2018-02-12,10604.2998046875,10539.75,-0.006087135018473022,0.001,-0.007087135018473022,1.2072121097739004
2018-10-04,2018-10-05,2018-10-12,10514.099609375,10472.5,-0.003956554619085728,0.001,-0.004956554619085728,1.2012284970149842
2019-07-08,2019-07-09,2019-07-16,11531.599609375,11662.599609375,0.011360089184287991,0.001,0.01036008918428799,1.2136733313747676
2019-09-03,2019-09-04,2019-09-12,10790.400390625,10982.7998046875,0.017830609346958237,0.001,0.016830609346958236,1.2341001930899578
2020-02-03,2020-02-04,2020-02-11,11786.25,12107.900390625,0.027290307826916882,0.001,0.02629030782691688,1.2665450670555503
2020-02-24,2020-02-25,2020-03-03,11877.5,11303.2998046875,-0.04834352307408962,0.001,-0.049343523074089624,1.2040492713149202
2020-03-06,2020-03-09,2020-03-17,10742.0498046875,8967.0498046875,-0.16523848169326538,0.001,-0.16623848169326538,1.0038899485676454
2020-03-17,2020-03-18,2020-03-25,9088.4501953125,8317.849609375,-0.08478899805546036,0.001,-0.08578899805546036,0.9177672357220794
2020-03-30,2020-03-31,2020-04-09,8529.349609375,9111.900390625,0.06829955482299521,0.001,0.06729955482299521,0.9795325621173063
2020-04-21,2020-04-22,2020-04-29,9026.75,9553.349609375,0.05833767517378896,0.001,0.05733767517378896,1.0356966819861375
2020-05-04,2020-05-05,2020-05-12,9429.400390625,9196.5498046875,-0.02469410315517062,0.001,-0.025694103155170622,1.0090853846017178
2020-05-14,2020-05-15,2020-05-22,9182.400390625,9039.25,-0.01558964808059915,0.001,-0.01658964808059915,0.9923450131878992
2020-06-11,2020-06-12,2020-06-19,9544.9501953125,10244.400390625,0.07327960659826149,0.001,0.07227960659826149,1.0640713203508672
2020-08-31,2020-09-01,2020-09-08,11464.2998046875,11317.349609375,-0.012818069818133604,0.001,-0.013818069818133605,1.0493679085547853
2020-09-21,2020-09-22,2020-09-29,11301.75,11222.400390625,-0.0070210020019023656,0.001,-0.008021002001902366,1.0409509264595354
2020-10-15,2020-10-16,2020-10-23,11727.400390625,11930.349609375,0.01730555894657093,0.001,0.01630555894657093,1.0579242131514088
2020-12-21,2020-12-22,2020-12-30,13373.650390625,13981.9501953125,0.04548494890474486,0.001,0.04448494890474486,1.1049859177185415
2021-02-22,2021-02-23,2021-03-02,14782.25,14919.099609375,0.009257698210691778,0.001,0.008257698210691777,1.1141105579541257
2021-04-12,2021-04-13,2021-04-22,14364.900390625,14406.150390625,0.002871582738361411,0.001,0.0018715827383614112,1.116195708043019
2021-11-26,2021-11-29,2021-12-06,17055.80078125,16912.25,-0.008416537170615301,0.001,-0.009416537170615302,1.1056850096685507
2021-12-20,2021-12-21,2021-12-28,16773.150390625,17233.25,0.027430721042849715,0.001,0.026430721042849714,1.1349090617203608
2022-01-24,2022-01-25,2022-02-02,17001.55078125,17780.0,0.04578695371768715,0.001,0.04478695371768715,1.1857381813414145
2022-02-14,2022-02-15,2022-02-22,16933.25,17092.19921875,0.009386811081747437,0.001,0.008386811081747436,1.1956827434607395
2022-02-24,2022-02-25,2022-03-07,16515.650390625,15863.150390625,-0.03950798088886576,0.001,-0.04050798088886576,1.1472480497394852
2022-03-07,2022-03-08,2022-03-15,15747.75,16663.0,0.05811941388452313,0.001,0.05711941388452313,1.212778185920767
2022-05-04,2022-05-05,2022-05-12,16854.75,15808.0,-0.06210415461516783,0.001,-0.06310415461516783,1.1362468437625202
2022-05-12,2022-05-13,2022-05-20,15977.0,16266.150390625,0.01809791516711523,0.001,0.01709791516711523,1.155674295906074
2022-06-13,2022-06-14,2022-06-21,15674.25,15638.7998046875,-0.0022616836730624534,0.001,-0.0032616836730624535,1.1519048519237391
2024-01-17,2024-01-18,2024-01-29,21414.19921875,21737.599609375,0.01510214728654602,0.001,0.014102147286546018,1.1681491838056546
2024-06-04,2024-06-05,2024-06-12,22128.349609375,23322.94921875,0.0539850296322546,0.001,0.0529850296322546,1.230043602924491
2024-08-05,2024-08-06,2024-08-13,24189.849609375,24139.0,-0.0021021052299263765,0.001,-0.0031021052299263765,1.2262278782308214
2024-10-03,2024-10-04,2024-10-11,25181.900390625,24964.25,-0.008643128089968477,0.001,-0.009643128089968478,1.2144032057335512
2025-04-07,2025-04-08,2025-04-17,22446.75,23851.650390625,0.06258814263200696,0.001,0.06158814263200696,1.2891960435810357
2026-03-13,2026-03-16,2026-03-23,23116.099609375,22512.650390625,-0.02610514874686143,0.001,-0.02710514874686143,1.2542521930559065
2026-03-23,2026-03-24,2026-04-02,22878.44921875,22713.099609375,-0.0072273084505871665,0.001,-0.008227308450587167,1.24393307338881
2026-07-08,2026-07-09,2026-07-16,23928.94921875,24072.75,0.006009490008751506,0.001,0.005009490008751506,1.250164543691507
